venue_name,match_id,match_home_team,match_away_team,match_date,match_local_time,match_attendance,match_round,match_home_team_goals,match_home_team_behinds,match_home_team_score,match_away_team_goals,match_away_team_behinds,match_away_team_score,match_margin,match_winner,match_weather_temp_c,match_weather_type,player_id,player_first_name,player_last_name,player_height_cm,player_weight_kg,player_is_retired,player_team,guernsey_number,kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,subbed,player_position,date
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12441,Ben,Keays,185,0,FALSE,Adelaide,2,16,2,6,22,17,77,5,1,0,8,2,6,5,2,3,1,0,12,11,0,1,1,0,2,87,129,NA,1,4,12,544,3,4,1,0,0,0,0,6,13,4,7,0,0,0,0,28,28.6,0,5,6,0,NA,HFFL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12445,Mason,Redman,187,0,FALSE,Essendon,27,17,5,7,24,21,88,1,0,0,1,3,5,0,2,0,0,0,0,19,0,0,1,4,1,86,90,NA,0,0,8,662,3,2,0,0,0,0,0,10,15,0,0,0,0,2,0,10,9.2,0,2,1,1,NA,CHB,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12483,Reilly,O'Brien,201,0,FALSE,Adelaide,43,6,5,8,14,8,57,0,1,47,2,1,1,4,5,1,2,0,11,5,2,1,9,0,0,91,100,NA,2,2,6,107,2,5,0,1,5,2,2,4,2,1,6,13,54.7,3,0,7,13.7,86,4,1,6,NA,RK,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12505,Andrew,McGrath,180,0,FALSE,Essendon,1,16,2,7,23,18,78,0,0,0,5,5,2,2,3,3,0,0,9,10,1,0,1,5,0,88,91,NA,0,2,4,361,5,5,0,0,2,0,0,10,12,0,4,0,0,1,0,18,10.1,0,2,0,0,NA,HBFR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12519,Jordan,Dawson,190,0,FALSE,Adelaide,12,14,2,6,20,17,85,0,0,0,5,3,6,3,3,1,0,0,7,13,1,0,0,1,1,61,81,NA,3,0,6,407,5,3,0,1,1,0,0,14,12,0,3,0,0,1,0,22,13.7,0,1,0,0,NA,R,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12588,Ben,McKay,202,0,FALSE,Essendon,32,5,5,14,19,15,79,0,0,0,3,1,1,0,3,0,0,0,12,7,1,0,11,0,0,100,70,NA,0,0,2,133,4,13,0,1,6,0,0,7,5,0,11,0,0,2,0,7,14.9,0,1,0,10,NA,FB,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12591,Darcy,Fogarty,192,0,FALSE,Adelaide,32,10,8,7,17,16,94,4,0,0,1,0,3,0,0,0,0,0,4,13,0,2,4,0,1,90,96,NA,0,0,9,447,1,1,1,0,0,1,0,0,9,3,4,0,0,0,3,2,26.7,0,1,5,3,NA,FPR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12592,Lachlan,Murphy,178,0,FALSE,Adelaide,4,7,3,8,15,9,60,0,2,0,2,0,3,0,4,1,3,0,6,10,0,0,0,0,1,88,48,NA,0,0,6,182,3,2,0,0,0,0,0,4,3,2,5,0,0,0,1,7,2.6,0,2,2,0,NA,CHF,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12619,Matt,Guelfi,184,0,FALSE,Essendon,35,2,1,4,6,5,83,0,0,0,3,0,0,0,0,1,0,0,3,3,0,0,2,0,1,59,30,NA,0,0,2,32,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,8,6.3,0,0,0,0,NA,WR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12640,Jordan,Ridley,195,0,FALSE,Essendon,14,14,6,8,22,20,91,0,0,0,2,4,1,0,0,0,0,0,5,13,0,0,6,1,0,90,84,NA,0,0,5,355,3,8,0,2,4,0,0,4,13,0,5,0,0,2,0,6,12.6,0,3,0,5,NA,BPL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12683,Elliott,Himmelberg,196,0,FALSE,Adelaide,34,3,1,6,9,8,89,0,0,1,2,0,0,1,0,0,0,0,6,2,0,0,0,0,0,90,33,NA,1,0,1,55,1,1,1,0,0,4,2,3,2,1,6,0,9.1,0,1,16,7.1,11,1,0,0,NA,FPL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12695,Xavier,Duursma,186,0,FALSE,Essendon,28,11,8,11,22,19,86,0,0,0,0,3,4,1,0,1,0,0,4,18,0,0,1,1,0,79,80,NA,1,0,3,395,4,3,0,0,0,0,0,4,10,0,4,0,0,0,1,7,8.7,0,1,0,1,NA,INT,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12725,Mitchell,Hinge,187,0,FALSE,Adelaide,20,17,3,7,24,21,88,0,0,0,1,8,0,2,2,1,1,0,9,11,0,0,3,0,1,82,76,NA,0,2,3,478,2,9,0,0,1,0,0,2,14,0,8,0,0,1,0,3,18.6,0,1,0,1,NA,INT,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12752,Jye,Caldwell,183,0,FALSE,Essendon,6,11,3,9,20,18,90,1,0,0,6,2,1,3,3,2,2,0,10,11,0,1,1,0,0,63,86,NA,1,2,7,326,4,3,1,0,0,0,0,7,9,1,8,0,0,0,1,21,17.9,0,4,1,0,NA,RR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12809,Sam,Draper,205,0,NA,Essendon,2,9,5,5,14,11,79,1,1,21,1,0,5,5,2,2,1,0,8,6,3,2,4,0,1,84,83,NA,3,2,9,345,1,0,0,2,2,7,2,3,6,0,2,8,33.3,0,1,5,15.6,63,4,2,3,NA,RK,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12813,Mark,Keane,194,0,NA,Adelaide,48,8,2,4,12,9,75,0,0,0,1,4,1,1,5,0,1,0,4,3,0,1,7,0,0,100,39,NA,0,1,1,258,2,6,0,1,5,0,0,6,5,0,4,0,0,1,0,9,5.3,0,1,0,7,NA,BPL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12818,Lachlan,Sholl,186,0,NA,Adelaide,38,13,5,4,17,12,71,0,0,0,1,3,2,0,2,0,0,0,2,15,0,0,0,0,0,87,66,NA,0,0,3,417,5,3,0,0,0,0,0,6,8,0,2,0,0,1,0,7,6.3,0,1,0,0,NA,WL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12832,Jordon,Butts,195,0,NA,Adelaide,41,4,5,4,8,8,100,0,0,0,0,3,0,0,2,0,1,0,0,7,0,0,2,0,0,56,32,NA,0,0,2,44,0,2,0,0,2,0,0,0,4,0,0,0,0,1,0,0,1.7,0,0,0,2,NA,BPR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12855,Sam,Berry,181,0,NA,Adelaide,3,10,1,8,18,14,78,1,0,0,4,1,5,3,4,1,2,0,9,11,0,0,0,1,0,69,66,NA,1,2,6,382,6,2,0,0,0,0,0,12,7,0,8,0,0,0,0,22,16.3,0,3,1,0,NA,INT,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12857,Harrison,Jones,196,0,NA,Essendon,23,6,3,2,8,5,63,2,0,0,1,0,1,1,1,0,0,0,6,2,2,1,2,0,0,89,47,NA,0,1,3,89,2,1,0,0,0,0,0,7,4,2,4,0,0,0,1,17,10.9,0,0,2,2,NA,HFFL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12858,Nik,Cox,200,0,NA,Essendon,13,9,5,2,11,8,73,3,0,0,3,1,2,1,4,2,1,0,8,5,2,2,0,0,0,78,75,NA,0,1,5,269,3,0,0,0,0,2,1,9,7,2,4,0,0,0,1,12,12.7,0,0,3,0,NA,INT,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12875,Nick,Murray,195,0,NA,Adelaide,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,1,NA,FB,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12880,Archie,Perkins,188,0,NA,Essendon,16,2,0,0,2,1,50,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,17,19,NA,0,0,0,5,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,7,2.6,0,0,0,0,NA,SUB,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12893,Riley,Thilthorpe,201,0,NA,Adelaide,7,6,3,4,10,7,70,2,1,1,0,0,1,0,2,0,0,0,5,4,2,1,0,0,0,89,49,NA,0,0,6,97,2,0,0,0,0,7,1,2,4,2,3,1,25,0,1,19,11.3,4,1,4,0,NA,FF,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12926,Sam,Durham,185,0,NA,Essendon,22,13,3,14,27,20,74,1,0,0,5,2,7,8,8,1,4,0,12,16,0,0,1,4,1,80,91,NA,4,4,7,618,6,2,1,0,0,0,0,12,8,0,8,0,0,1,0,25,17.4,0,3,1,0,NA,HFFR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12936,Brayden,Cook,189,0,NA,Adelaide,15,6,2,5,11,8,73,0,1,0,1,3,2,2,0,0,0,0,5,6,0,0,0,0,0,72,39,NA,1,1,1,281,3,2,0,0,0,0,0,4,5,0,5,0,0,1,0,9,4.1,0,0,1,0,NA,SUB,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12950,Nic,Martin,192,0,NA,Essendon,37,12,6,10,22,15,68,0,0,0,6,0,4,1,3,2,1,0,9,13,1,0,0,0,1,97,97,NA,0,1,7,259,2,4,0,0,0,0,0,8,7,2,6,0,0,1,2,21,9.8,0,0,1,0,NA,HBFL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12956,Jake,Soligo,179,0,NA,Adelaide,14,9,4,12,21,16,76,0,1,0,4,1,1,1,2,1,0,0,7,16,0,1,1,0,0,81,81,NA,1,0,4,218,3,3,0,0,0,0,0,12,5,0,4,0,0,1,0,26,9.5,0,0,1,0,NA,HFFR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,12957,Josh,Rachele,180,0,NA,Adelaide,8,6,1,6,12,8,67,3,1,0,3,0,0,0,2,0,1,0,4,8,0,1,0,0,1,86,61,NA,0,0,7,97,1,1,3,0,0,2,0,0,4,3,4,0,0,0,0,21,12.5,0,1,4,0,NA,INT,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,13020,Jye,Menzie,180,0,NA,Essendon,47,6,2,7,13,5,39,0,0,0,0,0,4,0,4,0,0,0,7,5,0,0,0,0,0,77,38,NA,0,0,2,199,3,2,0,0,0,1,1,7,1,2,7,0,0,0,2,14,3.4,0,0,0,0,NA,WL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,13038,Max,Michalanney,190,0,NA,Adelaide,16,9,6,6,15,13,87,0,0,0,1,3,6,1,0,1,0,0,3,11,2,0,1,1,1,96,62,NA,1,0,6,466,2,3,0,0,0,0,0,11,8,0,1,0,0,2,0,16,7.1,0,1,0,1,NA,HBFL,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,13084,Luke,Nankervis,189,0,NA,Adelaide,27,6,2,6,12,11,92,0,0,0,3,2,1,1,1,0,1,0,3,8,0,0,5,0,0,82,45,NA,0,1,4,200,0,4,0,0,0,0,0,8,5,0,2,0,0,2,0,9,8.3,0,1,1,3,NA,CHB,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,13149,Nate,Caddy,193,0,NA,Essendon,30,9,3,2,11,6,55,2,1,0,2,0,3,0,3,2,0,0,7,4,2,1,2,1,1,79,63,NA,0,0,4,310,4,3,0,0,0,4,0,2,5,0,2,0,0,0,0,7,7.9,0,0,4,1,NA,CHF,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,13151,Billy,Dowling,187,0,NA,Adelaide,31,12,7,7,19,13,68,1,0,0,1,3,5,5,3,0,2,0,8,12,0,1,0,0,0,83,75,NA,0,5,1,495,8,2,0,0,0,0,0,9,8,0,8,0,0,0,0,15,10.1,0,0,1,0,NA,WR,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,13161,Zac,Taylor,180,0,NA,Adelaide,19,6,2,11,17,11,65,1,0,0,6,1,3,4,1,2,0,0,9,8,0,0,0,0,0,68,78,NA,3,1,6,198,4,3,3,0,0,0,0,3,4,0,7,0,0,0,0,12,10.7,0,3,1,0,NA,INT,19/07/2024
Marvel Stadium,16780,Essendon,Adelaide,19/07/2024,19:40:00,0,19,17,11,113,17,13,115,2,Adelaide,12,RAIN,13166,Hugh,Bond,185,0,NA,Adelaide,40,4,2,6,10,7,70,0,0,0,2,1,3,0,4,0,2,0,2,9,0,0,1,0,0,85,32,NA,0,0,3,145,2,0,0,0,1,0,0,10,2,0,0,0,0,0,0,23,0.1,0,0,0,0,NA,C,19/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,11683,Callan,Ward,187,0,FALSE,Greater Western Sydney,8,7,3,10,17,13,77,0,0,0,4,1,1,1,2,2,1,0,2,16,0,0,0,0,0,80,65,NA,0,1,2,182,4,1,1,0,0,0,0,8,5,0,2,0,0,0,0,13,5.2,0,0,0,0,NA,WL,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,11923,David,Swallow,186,0,FALSE,Gold Coast,24,9,5,19,28,22,79,0,0,0,2,2,3,1,1,1,0,0,12,17,0,1,1,0,0,72,89,NA,1,0,6,355,5,6,0,0,1,0,0,3,5,3,11,0,0,1,0,14,19.6,0,2,1,1,NA,R,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12026,Toby,Greene,182,0,FALSE,Greater Western Sydney,4,8,1,6,14,5,36,2,1,0,3,0,1,0,7,0,2,0,5,9,0,0,0,0,1,88,58,NA,0,0,6,166,5,0,1,0,0,3,0,4,4,3,5,0,0,0,0,12,4.8,0,0,3,0,NA,FPL,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12086,Alex,Sexton,186,0,FALSE,Gold Coast,6,6,3,5,11,9,82,1,0,0,2,1,3,1,3,0,1,0,6,6,1,0,1,0,0,81,48,NA,0,1,4,274,2,2,1,0,0,0,0,2,4,1,4,0,0,1,0,23,16,0,0,1,0,NA,INT,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12147,Lachie,Whitfield,185,0,FALSE,Greater Western Sydney,6,21,10,19,40,32,80,0,0,0,5,13,3,2,4,0,2,0,9,24,0,0,1,1,0,84,145,NA,0,2,4,780,10,9,0,1,1,0,0,11,16,0,8,0,0,0,0,16,14,0,0,0,0,NA,HBFL,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12314,Nick,Holman,188,0,FALSE,Gold Coast,7,3,2,13,16,14,88,0,0,0,8,1,4,3,2,0,0,0,7,9,0,0,5,0,0,92,73,NA,1,2,2,168,1,5,3,0,0,0,0,10,1,0,7,0,0,1,1,22,11,0,1,0,0,NA,WL,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12326,Jesse,Hogan,196,0,FALSE,Greater Western Sydney,23,7,6,3,10,9,90,4,1,0,3,0,1,0,1,2,1,0,6,6,2,6,6,0,1,90,81,NA,0,0,7,240,1,1,3,0,0,1,0,1,6,0,2,0,0,0,1,4,18.7,0,1,5,6,NA,FF,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12393,Lachie,Weller,182,0,FALSE,Gold Coast,14,11,2,5,16,8,50,1,2,0,5,1,5,3,6,1,0,0,6,9,0,0,0,1,0,70,78,NA,0,3,4,469,5,2,0,0,0,0,0,8,4,1,5,0,0,0,1,20,11.5,0,2,4,0,NA,INT,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12453,Sam,Collins,194,0,FALSE,Gold Coast,25,4,2,6,10,9,90,0,0,0,1,3,0,0,1,2,0,0,6,4,0,0,12,0,0,100,36,NA,0,0,1,72,0,6,0,0,1,0,0,3,4,0,4,0,0,1,0,4,9.2,0,1,0,7,NA,BPL,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12470,Harry,Himmelberg,195,0,FALSE,Greater Western Sydney,27,15,3,5,20,17,85,0,0,0,1,6,1,1,2,0,1,0,4,8,0,0,5,2,0,86,65,NA,0,1,5,475,6,6,0,0,2,0,0,7,13,0,4,0,0,1,0,8,8.9,0,4,0,5,NA,CHB,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12529,Ben,Long,186,0,FALSE,Gold Coast,22,6,3,1,7,2,29,1,2,0,0,0,2,0,4,0,1,0,3,3,1,2,2,0,0,87,34,NA,0,0,3,152,4,0,0,0,0,4,2,1,1,1,2,0,0,0,0,19,0.4,0,0,3,2,NA,FPL,20/07/2024
GIANTS Stadium,16781,Greater Western Sydney,Gold Coast,20/07/2024,13:45:00,0,19,14,5,89,6,14,50,39,Greater Western Sydney,17,WINDY,12541,Harry,Perryman,187,0,FALSE,Greater Western Sydney,36,18,8,8,26,23,89,1,0,0,1,9,2,0,1,0,0,0,4,19,0,1,0,4,0,75,104,NA,0,0,5,491,1,7,0,1,1,0,0,3,16,0,4,0,0,0,1,4,11.2,0,1,1,0,NA,BPR,20/07/2024
