Player,Number,Nation,Pos,Age,Minutes,Goals,Assists,Penalty_Goals,Penalty_Shots,Shots,ShotsOnTarget,CardsYellow,CardsRed,FoulsAgainst,FoulsFor,Offsides,Crosses,TacklesWon,Intercepts,OwnGoals,home,away,date,player_team
Marlee Francois,11,au AUS,FW,22-077,30,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Felipe Gallegos,28,cl CHI,CM,33-103,90,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Jake Brimmer,22,au AUS,CM,26-347,72,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Callan Elliot,17,nz NZL,DF,25-252,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Logan Rogerson,27,nz NZL,RM,26-292,89,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Luis Toomey,8,nz NZL,MF,23-258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Francis de Vries,15,nz NZL,LB,30-108,90,0,0,0,0,1,1,0,0,1,0,0,10,2,2,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Tommy Smith,5,nz NZL,CB,34-350,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Daniel Hall,23,au AUS,CB,25-275,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Hiroki Sakai,2,jp JPN,RB,34-338,90,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Alex Paulsen,12,nz NZL,GK,22-255,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auckland FC,Central Coast Mariners,16/03/2025,Auckland FC
Hiroshi Ibusuki,9,jp JPN,FW,34-017,65,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Western United
Michael Ruhs,24,au AUS,FW,22-201,25,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Western United
Noah Botic,19,au AUS,FW,23-064,78,1,1,0,0,2,2,0,0,0,1,0,2,0,0,0,Newcastle Jets,Western United,16/03/2025,Western United
Jake Najdovski,14,au AUS,FW,20-002,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Western United
Riku Danzaki,77,jp JPN,LM,24-289,90,1,0,0,0,4,3,0,0,0,1,0,3,1,0,0,Newcastle Jets,Western United,16/03/2025,Western United
Angus Thurgate,32,au AUS,CM,25-036,90,0,0,0,0,0,0,0,0,2,0,0,4,0,2,1,Newcastle Jets,Western United,16/03/2025,Western United
Rhys Bozinovski,23,au AUS,CM,21-009,72,2,0,0,0,3,3,0,0,0,0,0,3,0,3,0,Newcastle Jets,Western United,16/03/2025,Western United
Tate Russell,13,au AUS,"DF,MF",25-204,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Newcastle Jets,Western United,16/03/2025,Western United
Matthew Grimaldi,10,au AUS,RM,21-108,65,0,1,0,0,0,0,0,0,0,2,0,2,2,1,0,Newcastle Jets,Western United,16/03/2025,Western United
Ramy Najjarine,7,au AUS,MF,24-327,25,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,Newcastle Jets,Western United,16/03/2025,Western United
Charbel Shamoon,29,iq IRQ,LB,21-034,90,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,Newcastle Jets,Western United,16/03/2025,Western United
Dylan Leonard,30,au AUS,CB,17-306,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Newcastle Jets,Western United,16/03/2025,Western United
James Donachie,4,au AUS,CB,31-306,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Newcastle Jets,Western United,16/03/2025,Western United
Jordan Lauton,44,au AUS,MF,21-349,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Newcastle Jets,Western United,16/03/2025,Western United
Tomoki Imai,6,jp JPN,RB,34-107,90,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,Newcastle Jets,Western United,16/03/2025,Western United
Matthew Sutton,33,au AUS,GK,25-009,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Western United
Lachlan Rose,9,au AUS,FW,25-310,90,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Clayton Taylor,13,au AUS,AM,21-015,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Charles MMombwa,20,tz TAN,MF,27-002,54,1,0,0,0,2,2,0,0,2,0,0,1,0,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Eli Adams,7,au AUS,AM,23-004,57,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Will Dobson,28,au AUS,MF,17-190,33,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Daniel Wilmering,23,au AUS,DM,24-087,90,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Lachlan Bayliss,37,au AUS,DM,22-235,70,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Matthew Scarcella,6,au AUS,MF,21-012,20,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Callum Timmins,19,au AUS,DM,25-083,90,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Thomas Aquilina,39,au AUS,DM,24-042,90,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Mark Natta,33,au AUS,CB,22-108,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Aleksandar Susnjar,15,au AUS,DF,29-209,45,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Kostandinos Grozos,17,au AUS,CB,24-218,90,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Phillip Cancar,4,hr CRO,CB,23-309,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Dane Ingham,14,nz NZL,DF,25-281,45,0,0,0,0,4,2,0,0,0,0,0,4,0,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Noah James,21,au AUS,GK,24-030,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Jets,Western United,16/03/2025,Newcastle Jets
Keegan Jelacic,23,nz NZL,FW,22-227,90,0,0,0,0,3,0,1,0,2,3,0,8,2,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Asumah Abubakar,11,pt POR,FW,27-309,72,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Nathan Amanatidis,17,au AUS,FW,19-051,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Henry Hore,13,au AUS,LM,25-210,72,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Florin Berenguer,10,fr FRA,"FW,MF",35-348,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Jay OShea,26,ie IRL,CM,36-217,90,0,1,0,0,1,0,0,0,0,2,0,2,2,1,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Samuel Klein,24,au AUS,CM,,89,2,0,0,0,4,2,0,0,1,0,0,0,3,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Walid Shour,8,lb LIB,MF,28-278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Ben Halloran,27,au AUS,RM,32-274,90,0,0,0,0,2,0,0,0,1,0,0,2,1,2,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Louis Zabala,35,au AUS,LB,24-049,90,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Hosine Bility,15,au AUS,CB,23-309,90,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Lucas Herrington,12,au AUS,CB,17-191,90,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Jack Hingert,19,lk SRI,RB,34-170,61,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Antonee Burke-Gilroy,21,au AUS,"DF,MF",27-163,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Matt Acton,29,au AUS,GK,32-285,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Brisbane Roar
Adam Taggart,22,au AUS,FW,31-286,90,0,1,0,0,3,0,1,0,2,1,1,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Jaylan Pearman,25,au AUS,FW,18-331,90,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Lachlan Wales,18,au AUS,LM,27-147,90,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Nicholas Pennington,7,au AUS,CM,26-087,90,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Luke Amos,21,eng ENG,CM,28-020,75,1,0,0,0,2,1,0,0,2,1,0,0,1,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Joel Anasmo,31,,MF,,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Nikola Mileusnic,10,au AUS,RM,31-241,45,0,0,0,0,2,0,1,0,1,1,1,2,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Trent Ostler,20,au AUS,DF,22-346,45,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Yuto Misao,17,jp JPN,LB,33-333,90,0,0,0,0,1,0,0,0,2,0,0,5,1,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Tass Mourdoukoutas,4,au AUS,CB,26-012,90,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Tomislav Mrcela,29,au AUS,CB,34-165,90,0,0,0,0,1,0,1,0,2,0,0,0,2,2,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Takuya Okamoto,36,jp JPN,RB,32-270,75,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Patrick Wood,23,au AUS,FW,22-180,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Oliver Sail,1,nz NZL,GK,29-061,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Perth Glory,Brisbane Roar,15/03/2025,Perth Glory
Francisco Geraldes,12,pt POR,FW,29-332,79,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Hideki Ishige,9,jp JPN,MF,30-176,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Kosta Barbarouses,7,nz NZL,FW,35-025,90,1,0,0,0,2,1,1,0,3,1,4,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Lukas Kelly-Heald,18,nz NZL,CM,19-363,90,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Alex Rufer,14,nz NZL,CM,28-277,90,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Paulo Retre,8,au AUS,CM,32-012,79,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Kazuki Nagasawa,25,jp JPN,MF,33-090,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Sam Sutton,19,nz NZL,LB,23-096,90,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Matthew Sheridan,27,nz NZL,CB,20-311,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Scott Wootton,4,eng ENG,CB,33-185,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Isaac Hughes,15,nz NZL,CB,20-356,71,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Corban Piper,3,nz NZL,DF,22-187,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Tim Payne,6,nz NZL,RB,31-065,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Josh Oluwayemi,1,ng NGA,GK,24-003,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Wellington Phoenix
Patryk Klimala,9,pl POL,FW,26-223,68,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Jaiden Kucharski,25,au AUS,DF,22-264,22,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Joe Lolley,10,eng ENG,FW,32-203,68,0,1,0,0,3,0,0,0,0,1,0,2,1,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Tiago Quintal,20,au AUS,FW,18-273,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Anthony Caceres,17,au AUS,LM,32-168,90,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Corey Hollman,6,au AUS,CM,21-172,45,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Wataru Kamijo,24,au AUS,MF,18-333,45,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Leo Sena,15,br BRA,CM,29-075,90,0,0,0,0,5,1,0,0,1,5,0,1,2,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Adrian Segecic,7,au AUS,RM,20-288,45,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Douglas Costa,11,br BRA,"FW,MF",34-183,45,0,0,0,0,3,1,0,0,0,0,0,10,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Jordan Courtney-Perkins,4,au AUS,LB,22-130,90,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Alex Grant,5,au AUS,CB,31-052,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Rhyan Grant,23,au AUS,CB,34-018,90,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Joel King,16,au AUS,RB,24-137,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Harrison Devenish-Meares,12,au AUS,GK,28-140,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sydney FC,Wellington Phoenix,16/03/2025,Sydney FC
Bruno Fornaroli,10,au AUS,FW,37-189,72,0,0,0,0,2,2,0,0,1,2,0,1,1,1,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Nikos Vergos,9,gr GRE,FW,29-061,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Nishan Velupillay,17,au AUS,AM,23-312,90,1,0,0,0,2,2,0,0,0,0,0,2,3,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Reno Piscopo,27,au AUS,AM,26-292,60,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Santos,11,br BRA,FW,23-231,30,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
